Phylotype	taxonomy
uncultured.bacterium.KU74	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_unculuredCoprobacillus
uncultured.bacterium.LCLC16	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_unculuredCoprobacillus
uncultured.bacterium.LCRC16	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_unculuredCoprobacillus
uncultured.bacterium.NI20	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_unculuredCoprobacillus
uncultured.bacterium.M019	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_unculuredCoprobacillus
Cetobacterium.somerae	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Cetobacterium_Cetobacterium.somerae
Fusobacterium.gonidoformans	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.gonidiaformans
Fusobacterium.mortiferum	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.mortiferum
Fusobacterium.necrogenes	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.necrogenes
Fusobacterium.necrophorum	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.necrophorum
Fusobacterium.nucleatum	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.nucleatum
Fusobacterium.varium	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium.varium
uncultured.bacterium.HuRC28	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_unculturedFusobacterium
uncultured.bacterium.LX58	Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_unculturedFusobacterium
Aeromonas.trota	Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas_Aeromonas.enteropelogenes
Achromobacter.denitrificans	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter_Achromobacter.xylosoxidans
Alcaligenes.faecalis	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Alcaligenes_Alcaligenes.faecalis
Kerstersia.gyiorum	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Kerstersia_Kerstersia.gyiorum
uncultured.bacterium.ABLC15	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Alcaligenes_Alcaligenes.faecalis
Anaerobiospirillum.thomasii	Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Anaerobiospirillum_Anaerobiospirillum.thomasii
uncultured.bacterium.ABLC71	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Aquabacterium_unculturedAquabacterium
Bilophila.wadsworthia	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophila.wadsworthia
Uncultured.bacterium.clone.Eldhufec073	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophila.wadsworthia
uncultured.bacterium.LE30	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophila.wadsworthia
uncultured.bacterium.LCLC40	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_Bilophila.wadsworthia
Campylobacter.coli	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.coli
Campylobacter.concisus	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.concisus
Campylobacter.fetus	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.fetus
Campylobacter.gracilis	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.gracilis
Campylobacter.hominis	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.hominis
Campylobacter.jejuni	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.jejuni
Campylobacter.rectus	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.rectus
Campylobacter.upsaliensis	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_Campylobacter.upsaliensis
Desulfovibrio.desulfuricans	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio.desulfuricans
Desulfovibrio.fairfieldensis	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio.fairfieldensis
Desulfvibrio.piger	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio.piger
Uncultured.bacterium.clone.Eldhufec070	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_unculturedDesulfovibrio
uncultured.bacterium.D168	Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_unculturedDesulfovibrio
Citrobacter.braakii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.freundii.complex
Citrobacter.freundii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.freundii.complex
Citrobacter.murliniae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.freundii.complex
Citrobacter.werkmanii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.freundii.complex
Enterobacter.aerogenes	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_Enterobacter.aerogenes
Enterobacter.cancerogenus	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Enterobacter.cloacae.complex
Uncultured.bacterium.clone.Eldhufec065	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_unculturedEnterobacter
Uncultured.bacterium.clone.Eldhufec068	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_unculturedEnterobacter
uncultured.bacterium.OLDA-E9	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_unculturedEnterobacter
Cedecea.davisae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Cedecea_Cedecea.davisae
Citrobacter.amalonaticus	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.amalonaticus
Citrobacter.farmeri	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.farmeri
Citrobacter.sedlakii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter.freundii.complex
Edwardsiella.tarda	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Hafniaceae_Edwardsiella_Edwardsiella.tarda
Escherichia.coli	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia.Shigella_Escherichia.coli
Escherichia.fergusonii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia.Shigella_Escherichia.fergusonii
Salmonella.enterica.subsp..arizonae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_Salmonella.enterica
Salmonella.enterica.subsp..enterica	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Salmonella_Salmonella.enterica
Shigella.dysenteriae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia.Shigella_Shigella.dysenteriae
Trabulsiella.guamensis	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Trabulsiella_Trabulsiella.guamensis
uncultured.bacterium.cadhufec19a01	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia.Shigella_Escherichia.coli
Uncultured.bacterium.clone.Eldhufec069	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia.Shigella_Escherichia.coli
uncultured.bacterium.ABLCf1	Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_unculturedHaemophilus
uncultured.bacterium.Z775	Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_unculturedHaemophilus
Flexispira.rappini	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Flexispira_Flexispira.rappini
Helicobacter.canadensis	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacter.canadensis
Helicobacter.pullorum	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacter.pullorum
Helicobacter.pylori	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacter.pylori
Helicobacter.winghamensis	Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_Helicobacter.winghamensis
Enterobacter.cloacae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Enterobacter.cloacae.complex
Klebsiella.pneumoniae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_Klebsiella.pneumoniae
Klebsiella.pneumoniae.subsp..ozaenae	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_Klebsiella.pneumoniae
Serratia.liquefaciens	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_Serratia.liquefaciens
Uncultured.bacterium.clone.Eldhufec067	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_unculturedKlebsiella
Yokenella.regensburgei	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yokenella_Yokenella.regensburgei
Leminorella.grimontii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Budviciaceae_Leminorella_Leminorella.grimontii
uncultured.bacterium.ABLCf14	Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium
Acinetobacter.calcoaceticus	Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Acinetobacter.calcoaceticus
Moraxella.catarrhalis	Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_Branhamella
uncultured.bacterium.ABLCf85	unclassified
uncultured.bacterium.D623	unclassified
uncultured.bacterium.D784	unclassified
uncultured.bacterium.MK72	unclassified
uncultured.bacterium.V326	unclassified
uncultured.bacterium.ABLC55	Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Oxalobacter_unculturedOxalobacter
uncultured.bacterium.ABLCf2	Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Oxalobacter_unculturedOxalobacter
uncultured.bacterium.OLDB-B11	Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Oxalobacter_unculturedOxalobacter
Moellerella.wisconsensis	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Moellerella_Moellerella.wisconsensis
Morganella.morganii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Morganella_Morganella.morganii
Proteus.mirabilis	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_Proteus.mirabilis
Proteus.penneri	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_Proteus.penneri
Proteus.vulgaris	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Proteus_Proteus.vulgaris
Providencia.rettgeri	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_Providencia.rettgeri
Providencia.rustigianii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_Providencia.rustigianii
Providencia.stuartii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Providencia_Providencia.stuartii
Pseudomonas.aeruginosa	Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas.aeruginosa.group
Pseudomonas.stutzeri	Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas.stutzeri.group
Serratia.marcescens	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_Serratia.marcescens
Sutterella.wadsworthia	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.ABLC72	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
Uncultured.bacterium.clone.Eldhufec063	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
Uncultured.bacterium.clone.Eldhufec064	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.D093	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.HuCA4	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.HuCC33	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.HuDI12	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
uncultured.bacterium.M105	Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella.wadsworthensis
Grimontia.hollisae	Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Grimontia_Grimontia.hollisae
Vibrio.fluvialis	Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_Vibrio.fluvialis
Vibrio.furnissii	Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_Vibrio.furnissii
Vibrio.parahaemolyticus	Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_Vibrio.harveyi.group
uncultured.bacterium.ABLC16	Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonas_unculturedXanthomonas
uncultured.bacterium.ABLCf21	Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonas_unculturedXanthomonas
Hafnia.alvei	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Hafniaceae_Hafnia_Hafnia.alvei
Yersinia.bercovieri	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_Yersinia.bercovieri
Yersinia.frederiksenii	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_Yersinia.frederiksenii
Yersinia.rohdei	Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia_Yersinia.rohdei
Brachyspira.aalborgi	Spirochaetes_Spirochaetia_Brachyspirales_Brachyspiraceae_Brachyspira_Brachyspira.aalborgi
Brachyspira.pilosicoli	Spirochaetes_Spirochaetia_Brachyspirales_Brachyspiraceae_Brachyspira_Brachyspira.pilosicoli
uncultured.bacterium.C118	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.C257	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.C627	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec308	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec312	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec314	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec316	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec317	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.D049	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.D279	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.D693	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.LH65	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M220	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M233	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M412	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M621	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.MF22	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.MF35	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.MG86	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.NH06	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDA-C7	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDA-F6	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDA-F7	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDA-H9	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDB-A9	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDCA-1	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.UC7-127	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.UC7-9	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.human.gut.bacterium.JW2B4	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.human.gut.bacterium.JW2F12	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.C583	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.C655	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.C736	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.cadhufec17f05	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.cadhufec18c08	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec328	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec329	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec332	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec333	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec334	Firmicutes_Clostridia_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec336	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.D191	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.HuCA6	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.K342	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.LQ86	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M403	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.M501	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.MH87	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.MM92	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDB-C2	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDB-F4	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDB-H1	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.bacterium.OLDC-A2	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.human.gut.bacterium.JW1B2	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.human.gut.bacterium.JW1H11	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.human.gut.bacterium.JW2H12	Firmicutes_Clostridia_NA_NA_NA_NA
bacterium.adhufec202	Tenericutes_Mollicutes_NA_NA_NA_NA
bacterium.adhufec279	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.C027	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.C133	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.C611	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.C754	Tenericutes_Mollicutes_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec208	Tenericutes_Mollicutes_NA_NA_NA_NA
Uncultured.bacterium.clone.Eldhufec209	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.D051	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.D423	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.LW88	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.MC12	Tenericutes_Mollicutes_NA_NA_NA_NA
uncultured.bacterium.NB12	Tenericutes_Mollicutes_NA_NA_NA_NA
Uncultured.bacterium.UC7-77	Tenericutes_Mollicutes_NA_NA_NA_NA
Akkermansia.muciniphila	Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia.muciniphila
Uncultured.bacterium.clone.Eldhufec002	Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia.muciniphila
uncultured.bacterium.HuRC51	Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia.muciniphila
