Phylotype	taxonomy
uncultured.bacterium.ZO15	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.Gram-positive.bacterium.NB2C3	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.Gram-positive.bacterium.NB5F9	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.Gram-positive.bacterium.NO2-21	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.Gram-positive.bacterium.NS2D7	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.Gram-positive.bacterium.NS2H9	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
Ruminococcus.bromii	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.bromii
Uncultured.bacterium.clone.Eldhufec225	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.bromii
Uncultured.bacterium.clone.Eldhufec291	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.bromii
uncultured.bacterium.HuCB2	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.bromii
bacterium.adhufec58	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Clostridium.methylpentosum	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Clostridium.methylpentosum
Ruminococcus.albus	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.albus
Ruminococcus.callidus	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.callidus
Ruminococcus.flavefaciens	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.flavefaciens
Uncultured.bacterium.clone.Eldhufec284	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.D005	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.D739	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.D789	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.MF20	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.MH26	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NS4G9	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.Ruminococcus.sp..NB2F11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
uncultured.Ruminococcus.sp..NO11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
bacterium.adhufec108	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
bacterium.adhufec311	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.C352	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.C354	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.C727	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.C747	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec210	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec217	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec219	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec274	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec287	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec290	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec294	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.clone.Eldhufec320	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.D762	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.L495	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.LD25	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.LO41	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.LQ71	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.LY18	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.MC52	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.OLDB-E2	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.OLDC-E8	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
Uncultured.bacterium.UC7-1	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
uncultured.bacterium.V366	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_unculturedSporobacter
bacterium.A03	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
bacterium.adhufec13	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
human.intestinal.firmicute.CJ7	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Subdoligranulum.variabile	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.bacterium.ABLCf22	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Uncultured.bacterium.clone.Eldhufec222	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Uncultured.bacterium.clone.Eldhufec268	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Uncultured.bacterium.clone.Eldhufec271	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Uncultured.bacterium.clone.Eldhufec300	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Uncultured.bacterium.clone.Eldhufec302	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.bacterium.HuCB5	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.bacterium.LC79	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.bacterium.M479	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.bacterium.OLDA-E4	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.Gram-positive.bacterium..NO2-41	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.Gram-positive.bacterium.NB4C12	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.Gram-positive.bacterium.NB5C6	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
uncultured.human.gut.bacterium.JW1D4	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_Subdoligranulum.variabile
Dialister.invisus	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_Dialister.invisus
Dialister.pneumosintes	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_Dialister.pneumosintes
Uncultured.bacterium.clone.Eldhufec089	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_unculturedDialister
Uncultured.bacterium.clone.Eldhufec093	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_unculturedDialister
uncultured.bacterium.MG10	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_unculturedDialister
uncultured.Gram-positive.bacterium.NS2B11	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_unculturedDialister
human.intestinal.firmicute.CB15	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_unculturedMegamonas
Megamonas.hypermegale	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_Megamonas.hypermegale
uncultured.bacterium.cadhufec43c10	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megamonas_unculturedMegamonas
Megasphaera.elsdenii	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_Megasphaera.elsdenii
uncultured.bacterium.cadhufec16c10	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_unculturedMegasphaera
Uncultured.bacterium.clone.Eldhufec098	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_unculturedMegasphaera
uncultured.bacterium.HuCB85	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_unculturedMegasphaera
uncultured.bacterium.inhufecA-11	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_unculturedMegasphaera
uncultured.bacterium.OLDC-D10	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_unculturedMegasphaera
Mitsuokella.multiacida	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_Mitsuokella.multacida
uncultured.bacterium.OLDC-C6	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_unculturedMitsuokella
uncultured.Gram-positive.bacterium.NB5E1	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_unculturedMitsuokella
Uncultured.bacterium.clone.Eldhufec095	Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_unculturedPeptococcus
uncultured.bacterium.HuDI10	Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_unculturedPeptococcus
uncultured.bacterium.MH31	Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_unculturedPeptococcus
uncultured.bacterium.V247	Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_unculturedPeptococcus
Acidaminococcus.fermentans	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_Acidaminococcus.fermentans
bacterium.adhufec395	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
Uncultured.bacterium.clone.Eldhufec094	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
Uncultured.bacterium.clone.Eldhufec097	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
uncultured.bacterium.D115	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
uncultured.bacterium.OLDB-B2	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
uncultured.bacterium.OLDB-D6	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
uncultured.Gram-positive.bacterium.NB4G9	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_unculturedAcidaminococcus
uncultured.bacterium.HuAC20	Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_uncultured_uncultured
uncultured.bacterium.ABLCf8	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_unculturedVeillonella
Veillonella.atypica	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella.atypica
Veillonella.dispar	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella.dispar
Veillonella.parvula	Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella.parvula
Uncultured.bacterium.clone.Eldhufec185	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
Uncultured.bacterium.clone.Eldhufec187	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.bacterium.HuRC86	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.bacterium.LN56	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.bacterium.MH36	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.bacterium.MO17	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.bacterium.P615	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.Gram-positive.bacterium.NO2-69	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
uncultured.human.gut.bacterium.JW1G2	Firmicutes_Clostridia_Clostridiales_uncultured_uncultured_uncultured
Clostridium.bartlettii	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Intestinibacter_Intestinibacter.bartlettii
Clostridium.bifermentans	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Paraclostridium_Paraclostridium.bifermentans
Clostridium.difficile	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridioides_Clostridioides.difficile
Clostridium.ghoni	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Paeniclostridium_Paeniclostridium.ghonii
Clostridium.glycolicum	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Terrisporobacter_Terrisporobacter.glycolicus
Clostridium.hiranonis	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_unclassified.Peptostreptococcaceae_Clostridium.hiranonis
Clostridium.irregularis	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Asaccharospora_Asaccharospora.irregularis
Clostridium.sordellii	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Paeniclostridium_Paeniclostridium.sordellii
Eubacterium.tenue	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Paeniclostridium_Eubacterium.tenue
Uncultured.bacterium.clone.Eldhufec189	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
uncultured.bacterium.LCLC21	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
uncultured.bacterium.LCLC73	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
uncultured.bacterium.M364	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
uncultured.bacterium.OLDB-G12	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
uncultured.Clostridium.sp..NB4D7	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_environmental.samples
uncultured.Gram-positive.bacterium.NS1E9	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_NA_uncultured
Clostridium.felsineum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.felsineum
Peptostreptococcus.anaerobius	Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_Peptostreptococcus.anaerobius
Anaerococcus.hydrogenalis	Firmicutes_Clostridia_Clostridiales_FamilyXIIncertaeSedis_Anaerococcus_Anaerococcus.hydrogenalis
Anaerococcus.prevotii	Firmicutes_Clostridia_Clostridiales_FamilyXIIncertaeSedis_Anaerococcus_Anaerococcus.prevotii
Finegoldia.magna	Firmicutes_Clostridia_Clostridiales_FamilyXIIncertaeSedis_Finegoldia_Finegoldia.magna
Peptoniphilus.asaccharolyticus	Firmicutes_Clostridia_Clostridiales_FamilyXIIncertaeSedis_Anaerococcus_Anaerococcus.prevotii
Peptostreptococcus.micros	Firmicutes_Clostridia_Clostridiales_FamilyXIIncertaeSedis_Parvimonas_Parvimonas.micra
Anaerostipes.caccae	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipes.caccae
bacterium.adhufec25	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
Clostridium.indolis	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.indolis
uncultured.bacterium.HuCA20	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.bacterium.L902	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.bacterium.LCRC9	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.Gram-positive.bacterium.NB2G8	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.Gram-positive.bacterium.NO2-51	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.human.gut.bacterium.JW1A1	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
uncultured.human.gut.bacterium.JW2C7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_unculturedAnaerostipes
bacterium.adhufec250	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
bacterium.adhufec40	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Bryantella.formatexigens	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantia.formatexigens
Eubacterium.cellulosolvens	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.cellulosolvens
uncultured.bacterium.ABLCf44	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Uncultured.bacterium.clone.Eldhufec135	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Uncultured.bacterium.clone.Eldhufec152	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Uncultured.bacterium.clone.Eldhufec157	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.D416	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.LP40	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.M629	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.M963	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.M977	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.ME57	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.MF29	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
uncultured.bacterium.P315	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Uncultured.bacterium.UC7-3	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Uncultured.bacterium.UC7-50	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_unculturedMarvinbryantia
Butyrivibrio.crossotus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrio.crossotus
Eubacterium.ramulus	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ramulus
uncultured.bacterium.ABLCf20	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.adhufec43.25	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec138	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec147	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec155	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec167	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec244	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.D373	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.D680	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.D692	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.D726	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.D738	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.HuCB40	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.MG71	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.bacterium.OLDA-D12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.Gram-positive.bacterium.NB5D7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
uncultured.Gram-positive.bacterium.NS4A6	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_unculturedButyrivibrio
Uncultured.bacterium.clone.Eldhufec141	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_environmental.samples
uncultured.bacterium.G075	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuDI23	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuDI72	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.K305	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.NK21	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.OLDA-G4	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Clostridium.sp..NO1D1	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW1F1	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
butyrate-producing.bacterium.A2-231	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.ABLCf89	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.cadhufec18g03	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.cadhufec20a04	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.LCTI34	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NB4C3	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NO2-48	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NO81	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
bacterium.A21	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
bacterium.A54	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
bacterium.adhufec382	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Clostridium.hathewayi	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatella.hathewayi
Clostridium.sphenoides	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.sphenoides
uncultured.bacterium.ABLC30	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.ABLCf11	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.adhufec66.25	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec104	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec131	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuCA17	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuCA19	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuCA27	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuDI16	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.LCLC23	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.LCLC63	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.OLDA-H6	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
